Crop,Disease,Temperature(C),Humidity(%),Rainfall(mm),Soil_pH,Soil_Moisture(%),Leaf_Spots,Wilting
Rice,Blast,21.2,42,299,5.1,17,1,0
Chilli,Leaf Curl,36.3,67,329,6.4,74,0,0
Onion,Downy Mildew,18.6,76,159,7.3,52,1,1
Grapes,Downy Mildew,39.5,80,259,5.5,16,1,0
Sugarcane,Healthy,40.7,30,56,6.6,30,0,0
Sugarcane,Smut,39.4,80,388,7.3,62,0,1
Soybean,Bacterial Blight,30.0,40,184,7.5,65,1,0
Groundnut,Tikka Disease,43.3,68,191,5.4,13,1,0
Grapes,Powdery Mildew,38.4,35,343,7.9,13,1,0
Soybean,Rust,26.7,56,334,6.9,48,0,0
Mango,Healthy,25.2,77,381,5.4,80,0,1
Soybean,Bacterial Blight,18.6,92,272,6.7,30,1,1
Cotton,Healthy,19.1,30,245,5.8,31,0,0
Wheat,Healthy,35.2,67,41,5.7,75,0,0
Wheat,Rust,26.1,53,256,5.3,73,1,0
Maize,Downy Mildew,34.4,62,131,5.2,41,0,0
Rice,Blast,41.4,65,127,5.4,40,0,1
Groundnut,Tikka Disease,41.2,76,375,8.2,10,1,1
Wheat,Powdery Mildew,43.4,66,225,7.5,39,1,1
Apple,Healthy,28.2,33,272,7.6,27,0,0
Wheat,Powdery Mildew,31.4,88,14,6.4,16,1,1
Tomato,Late Blight,39.1,66,159,5.7,58,1,1
Banana,Healthy,31.7,63,168,8.1,72,0,0
Apple,Fire Blight,34.8,92,71,6.2,47,1,0
Chilli,Healthy,18.0,38,123,8.2,70,0,0
Wheat,Smut,27.6,78,396,5.2,69,0,0
Sugarcane,Smut,30.9,93,217,6.1,42,1,1
Soybean,Rust,26.9,31,192,7.5,27,1,1
Cotton,Leaf Curl Virus,45.0,91,171,5.4,18,0,0
Grapes,Downy Mildew,23.4,76,54,6.0,35,0,1
Mango,Anthracnose,19.4,78,218,5.0,88,1,1
Cotton,Leaf Curl Virus,30.4,62,152,7.9,14,1,1
Sugarcane,Smut,30.1,50,182,7.0,85,1,1
Groundnut,Tikka Disease,43.8,39,246,6.8,43,1,0
Wheat,Rust,41.1,62,233,5.6,61,1,1
Banana,Panama Disease,22.3,57,374,7.8,75,1,1
Mango,Healthy,22.3,84,84,7.9,63,0,0
Tomato,Early Blight,42.5,31,246,7.5,16,0,1
Apple,Fire Blight,26.9,44,69,7.8,16,1,1
Tomato,Early Blight,32.8,83,354,6.5,47,1,1
Soybean,Healthy,35.8,38,197,5.8,60,0,0
Chilli,Anthracnose,15.8,75,377,6.6,78,1,1
Sugarcane,Healthy,19.1,37,285,6.6,67,0,0
Chilli,Anthracnose,22.0,35,400,8.1,14,1,1
Grapes,Downy Mildew,23.9,68,240,6.0,22,1,1
Potato,Early Blight,24.9,83,323,8.1,55,1,1
Cotton,Leaf Curl Virus,23.2,55,395,8.1,84,1,1
Sugarcane,Healthy,44.0,44,263,6.9,89,0,0
Grapes,Powdery Mildew,29.3,53,179,6.6,49,1,1
Soybean,Healthy,32.5,91,15,7.4,87,0,1
Onion,Purple Blotch,35.1,72,364,7.2,41,0,1
Mango,Healthy,35.8,76,159,6.0,78,0,1
Mango,Powdery Mildew,20.8,31,386,8.2,51,1,1
Mango,Powdery Mildew,44.9,33,293,6.9,33,1,0
Mango,Healthy,16.8,87,80,6.5,23,0,0
Grapes,Healthy,34.6,85,52,8.1,22,1,0
Tomato,Healthy,19.5,41,223,7.5,38,0,0
Wheat,Rust,40.0,34,359,6.8,65,1,1
Sugarcane,Red Rot,32.9,55,212,6.7,80,1,0
Soybean,Bacterial Blight,19.3,35,378,7.9,45,1,0
Wheat,Powdery Mildew,29.5,94,123,6.2,12,1,0
Banana,Healthy,38.0,80,66,6.7,26,0,0
Grapes,Healthy,35.2,69,150,7.0,54,1,0
Maize,Leaf Blight,23.2,36,354,8.1,33,1,1
Wheat,Healthy,37.0,87,151,5.1,43,0,1
Potato,Late Blight,28.7,91,266,7.2,31,1,0
Rice,Blast,15.0,50,246,8.0,24,1,0
Cotton,Leaf Curl Virus,35.4,67,58,5.1,88,0,1
Banana,Panama Disease,22.1,63,186,7.7,26,1,1
Mango,Healthy,22.6,37,76,7.0,39,0,0
Grapes,Healthy,23.6,60,296,6.7,73,0,0
Cotton,Boll Rot,27.0,31,132,5.7,18,1,1
Sugarcane,Red Rot,22.2,88,57,6.0,80,1,0
Wheat,Rust,30.3,90,266,5.9,22,1,0
Banana,Sigatoka,26.5,38,394,7.7,62,1,0
Cotton,Healthy,40.4,93,350,6.7,49,0,0
Cotton,Boll Rot,40.0,55,350,5.1,65,1,1
Chilli,Leaf Curl,17.6,65,380,6.3,29,1,0
Groundnut,Healthy,22.1,74,220,4.8,35,0,0
Rice,Bacterial Leaf Blight,41.8,89,336,6.7,19,1,0
Tomato,Septoria Leaf Spot,44.8,34,399,5.9,50,0,1
Cotton,Leaf Curl Virus,43.6,38,106,5.9,43,0,1
Apple,Fire Blight,38.1,51,256,6.3,57,1,1
Groundnut,Tikka Disease,37.8,62,361,5.9,30,1,0
Maize,Healthy,16.7,76,139,5.2,50,0,0
Mango,Powdery Mildew,24.4,43,368,6.0,32,0,1
Cotton,Leaf Curl Virus,32.9,55,126,5.2,80,1,1
Groundnut,Rust,17.0,41,61,6.1,58,0,0
Onion,Downy Mildew,15.7,60,35,5.1,11,1,1
Onion,Purple Blotch,25.8,75,65,5.9,52,1,0
Banana,Panama Disease,39.4,51,8,5.0,88,1,0
Onion,Purple Blotch,44.1,57,329,6.1,19,1,1
Groundnut,Healthy,24.0,52,242,5.8,14,0,0
Apple,Healthy,15.5,57,32,8.1,15,1,0
Mango,Powdery Mildew,40.2,31,133,6.3,29,1,0
Wheat,Healthy,42.5,49,218,5.1,37,0,0
Banana,Sigatoka,24.1,72,353,8.0,83,1,0
Mango,Powdery Mildew,44.8,95,130,7.8,36,0,1
Rice,Brown Spot,29.4,30,317,6.2,33,0,0
Sugarcane,Red Rot,36.0,40,278,7.1,77,1,0
Banana,Sigatoka,21.5,95,343,6.8,11,0,0
Grapes,Powdery Mildew,25.6,78,232,5.6,41,1,1
Wheat,Rust,16.6,83,43,7.8,73,1,0
Soybean,Rust,23.1,71,13,5.7,17,0,0
Sugarcane,Healthy,24.9,30,62,5.3,44,0,0
Cotton,Leaf Curl Virus,40.4,43,392,6.0,19,1,1
Potato,Early Blight,26.6,89,57,5.4,85,1,1
Cotton,Healthy,35.3,53,296,6.9,83,0,0
Rice,Healthy,20.7,34,68,7.9,35,0,0
Maize,Leaf Blight,42.7,51,280,6.0,73,1,1
Apple,Healthy,40.3,57,104,7.2,21,0,0
Groundnut,Healthy,39.5,73,311,5.6,43,0,0
Maize,Healthy,39.8,83,15,6.7,21,0,0
Tomato,Healthy,24.2,58,345,7.9,24,0,0
Mango,Anthracnose,16.7,49,4,6.9,31,1,1
Sugarcane,Red Rot,21.7,65,351,4.9,88,1,0
Cotton,Leaf Curl Virus,34.2,92,391,6.9,12,1,1
Cotton,Healthy,23.3,95,32,6.6,25,0,0
Potato,Early Blight,43.3,51,394,6.8,75,0,1
Maize,Healthy,38.0,84,127,6.1,52,0,0
Onion,Purple Blotch,27.7,77,30,8.1,53,1,1
Wheat,Healthy,33.7,33,105,7.4,25,0,0
Banana,Panama Disease,32.9,31,27,6.2,68,1,0
Cotton,Healthy,32.2,67,350,4.9,74,0,0
Mango,Healthy,30.9,90,195,6.0,32,1,0
Onion,Healthy,23.9,70,156,5.6,49,0,0
Maize,Healthy,26.6,89,315,5.7,67,0,0
Apple,Apple Scab,33.1,77,388,6.3,24,1,1
Groundnut,Rust,37.9,34,290,4.8,56,1,1
Banana,Sigatoka,23.7,75,149,5.2,56,0,1
Maize,Leaf Blight,36.1,50,8,7.1,38,1,1
Grapes,Downy Mildew,20.7,65,184,6.6,72,1,1
Banana,Panama Disease,24.2,70,281,7.8,78,0,0
Onion,Downy Mildew,28.2,57,35,6.8,74,1,1
Wheat,Powdery Mildew,28.4,45,283,5.7,89,0,1
Groundnut,Healthy,25.5,34,398,5.5,85,0,0
Tomato,Septoria Leaf Spot,17.1,85,74,8.2,15,0,1
Tomato,Septoria Leaf Spot,39.4,74,219,6.8,54,0,0
Soybean,Rust,22.8,32,331,5.7,34,1,1
Grapes,Powdery Mildew,42.4,59,148,7.6,61,1,0
Groundnut,Tikka Disease,31.3,39,149,8.1,43,1,1
Apple,Healthy,28.0,84,220,5.4,87,0,0
Cotton,Leaf Curl Virus,20.2,61,396,8.0,22,0,1
Apple,Apple Scab,34.3,75,84,5.9,12,1,1
Maize,Healthy,43.8,61,96,8.0,84,0,0
Tomato,Early Blight,20.0,90,97,8.0,82,1,1
Groundnut,Rust,28.5,87,53,6.8,68,0,1
Groundnut,Tikka Disease,22.2,73,108,7.2,36,1,1
Maize,Downy Mildew,31.3,34,84,5.1,12,1,1
Grapes,Powdery Mildew,42.1,78,287,7.1,58,0,0
Chilli,Anthracnose,36.5,34,143,6.5,62,1,1
Onion,Purple Blotch,30.8,88,338,6.8,72,0,1
Tomato,Septoria Leaf Spot,37.1,51,115,5.7,60,0,1
Chilli,Healthy,44.2,60,222,5.9,57,1,0
Mango,Healthy,24.8,44,119,7.6,73,0,0
Grapes,Powdery Mildew,38.8,41,264,7.5,52,1,0
Maize,Downy Mildew,15.1,77,169,7.6,16,0,1
Cotton,Boll Rot,28.3,68,217,7.4,80,1,1
Cotton,Leaf Curl Virus,33.7,57,179,6.1,15,1,1
Onion,Purple Blotch,42.1,70,81,5.7,77,1,1
Grapes,Healthy,15.1,42,132,6.6,37,0,0
Onion,Purple Blotch,24.3,64,359,6.5,82,0,1
Cotton,Boll Rot,42.2,77,202,6.1,42,1,0
Chilli,Anthracnose,19.2,88,5,7.2,69,0,1
Grapes,Powdery Mildew,41.3,43,116,7.1,69,1,0
Apple,Healthy,28.5,75,353,6.5,33,0,0
Rice,Blast,20.7,75,144,7.9,46,0,1
Onion,Healthy,38.5,71,75,6.0,78,0,0
Maize,Healthy,18.9,60,297,7.0,66,0,0
Grapes,Healthy,43.1,72,15,4.8,72,0,0
Apple,Fire Blight,15.3,76,379,6.2,65,1,1
Groundnut,Rust,44.0,58,192,5.1,48,1,1
Grapes,Downy Mildew,38.5,43,159,6.6,41,0,1
Banana,Panama Disease,23.7,73,358,5.9,28,1,1
Maize,Leaf Blight,22.2,71,304,7.2,46,0,1
Chilli,Healthy,37.5,58,133,6.8,49,0,0
Soybean,Rust,42.1,61,395,4.9,69,1,0
Groundnut,Rust,40.4,69,215,8.1,84,0,0
Rice,Blast,15.2,70,371,5.9,39,1,0
Onion,Healthy,30.1,76,315,5.8,41,0,0
Mango,Healthy,27.6,93,112,5.9,35,0,0
Sugarcane,Smut,21.5,59,305,6.6,17,1,1
Onion,Healthy,27.8,82,157,7.9,47,0,0
Soybean,Rust,20.4,33,19,5.4,25,0,1
Potato,Late Blight,36.9,60,75,5.5,36,1,0
Sugarcane,Red Rot,24.1,70,278,5.5,29,1,1
Chilli,Leaf Curl,28.8,90,334,7.2,10,1,1
Maize,Downy Mildew,16.5,32,234,5.6,41,1,1
Chilli,Anthracnose,27.5,69,295,7.3,46,1,0
Soybean,Bacterial Blight,21.4,46,329,7.9,31,1,1
Mango,Anthracnose,20.4,53,39,7.8,31,1,1
Sugarcane,Red Rot,19.1,72,200,7.7,40,1,0
Chilli,Healthy,38.8,83,211,4.9,66,0,0
Apple,Apple Scab,27.0,53,243,7.1,87,1,1
Rice,Bacterial Leaf Blight,41.9,54,39,6.9,70,1,1
Chilli,Anthracnose,27.2,94,55,5.5,70,1,0
Sugarcane,Red Rot,30.6,60,313,6.7,71,1,1
Apple,Fire Blight,24.3,68,267,6.1,30,0,0
Grapes,Downy Mildew,25.5,90,227,6.9,61,1,0
Onion,Purple Blotch,41.5,64,256,6.1,85,1,1
Apple,Fire Blight,42.9,80,308,6.0,20,1,1
Tomato,Septoria Leaf Spot,32.7,83,256,6.7,44,0,1
Groundnut,Tikka Disease,29.3,83,209,8.1,15,0,1
Apple,Healthy,24.0,30,340,5.3,55,0,0
Soybean,Bacterial Blight,30.2,94,41,6.3,49,1,0
Cotton,Boll Rot,37.7,95,56,6.4,85,0,1
Apple,Healthy,40.4,47,113,6.6,57,0,0
Grapes,Downy Mildew,35.0,55,139,5.7,20,0,1
Banana,Healthy,38.0,91,141,7.4,49,0,0
Onion,Healthy,36.1,48,212,6.9,14,0,0
Mango,Anthracnose,19.0,78,3,6.2,24,1,0
Maize,Downy Mildew,26.0,40,48,8.1,19,1,1
Banana,Healthy,25.4,78,25,5.4,62,0,0
Groundnut,Healthy,27.7,88,361,7.8,28,0,0
Mango,Healthy,32.2,62,134,7.7,56,0,0
Mango,Powdery Mildew,37.8,93,389,8.1,59,1,1
Potato,Healthy,40.4,43,363,6.5,58,0,0
Soybean,Healthy,41.5,34,193,7.3,62,0,0
Wheat,Smut,35.3,30,85,5.2,60,1,1
Rice,Bacterial Leaf Blight,36.6,63,314,6.5,74,1,1
Mango,Powdery Mildew,34.9,33,209,5.7,35,1,1
Tomato,Late Blight,33.1,94,130,5.5,36,1,1
Potato,Healthy,36.5,45,191,7.3,54,0,0
Wheat,Smut,40.5,70,389,5.5,33,1,1
Chilli,Healthy,32.4,49,342,5.5,68,0,0
Sugarcane,Healthy,29.1,31,137,7.7,59,0,0
Cotton,Leaf Curl Virus,37.7,64,186,5.8,76,0,0
Sugarcane,Red Rot,36.1,72,162,6.2,83,1,1
Wheat,Smut,43.0,37,350,5.5,56,1,1
Rice,Bacterial Leaf Blight,33.1,36,336,6.4,53,1,1
Potato,Healthy,33.8,40,66,7.4,69,0,1
Onion,Downy Mildew,40.1,78,213,6.3,54,1,1
Maize,Downy Mildew,21.9,67,135,6.0,74,1,1
Mango,Powdery Mildew,27.8,63,315,5.9,68,1,1
Banana,Healthy,24.5,93,380,6.5,86,0,1
Rice,Healthy,37.5,60,340,4.9,80,0,1
Grapes,Powdery Mildew,36.4,70,187,8.1,17,1,0
Tomato,Late Blight,29.6,38,168,7.2,58,1,0
Chilli,Healthy,31.9,86,323,5.0,20,0,0
Banana,Panama Disease,37.4,75,274,8.0,17,0,1
Groundnut,Tikka Disease,33.7,82,280,6.9,53,0,0
Maize,Downy Mildew,16.1,82,132,7.3,31,1,1
Sugarcane,Red Rot,19.7,52,88,7.6,63,1,0
Soybean,Rust,40.1,67,241,5.8,43,0,1
Chilli,Leaf Curl,30.3,30,63,6.8,53,0,1
Sugarcane,Red Rot,39.4,72,334,5.1,49,1,1
Banana,Healthy,35.7,63,399,5.5,18,0,0
Wheat,Smut,24.1,70,91,5.7,33,1,1
Chilli,Anthracnose,24.8,78,398,6.2,19,0,1
Groundnut,Healthy,39.8,80,202,6.8,63,1,0
Maize,Healthy,26.4,48,43,5.5,73,0,0
Grapes,Downy Mildew,32.7,81,50,7.1,74,1,0
Wheat,Healthy,28.4,39,231,8.1,38,0,0
Maize,Leaf Blight,15.7,58,160,7.1,90,0,1
Apple,Healthy,19.3,35,208,5.6,83,0,0
Grapes,Downy Mildew,29.2,81,240,6.3,10,1,1
Onion,Healthy,37.8,45,332,5.3,60,0,0
Soybean,Healthy,41.4,31,142,6.6,43,1,0
Sugarcane,Smut,29.2,48,32,7.6,60,0,1
Potato,Healthy,36.2,30,193,5.5,82,0,0
Onion,Purple Blotch,18.6,70,12,5.5,49,1,0
Banana,Sigatoka,29.8,65,131,5.0,87,0,1
Mango,Healthy,25.6,31,331,5.2,38,1,0
Soybean,Bacterial Blight,39.6,36,223,6.6,86,1,1
Tomato,Late Blight,31.0,56,142,5.6,29,1,1
Onion,Downy Mildew,25.5,66,351,7.0,71,0,1
Potato,Healthy,29.9,38,180,6.1,41,0,0
Chilli,Leaf Curl,15.7,79,10,7.5,29,0,1
Banana,Panama Disease,37.9,57,123,6.7,75,1,0
Groundnut,Healthy,36.9,48,370,5.5,56,0,0
Chilli,Healthy,39.8,34,28,7.0,65,0,0
Mango,Anthracnose,33.2,91,137,6.4,14,1,1
Banana,Sigatoka,31.0,34,398,5.6,52,1,1
Potato,Early Blight,42.9,59,306,5.4,63,1,1
Groundnut,Tikka Disease,33.0,34,354,7.6,44,1,1
Grapes,Healthy,34.1,78,110,5.6,22,0,0
Maize,Downy Mildew,34.8,59,361,5.8,78,1,1
Banana,Healthy,23.0,70,345,5.7,16,0,0
Onion,Downy Mildew,43.9,90,19,6.8,44,0,1
Banana,Panama Disease,22.3,48,33,5.5,27,1,1
Mango,Anthracnose,15.3,69,309,4.8,45,1,1
Cotton,Leaf Curl Virus,23.7,49,378,5.6,60,0,1
Wheat,Rust,31.9,53,219,6.0,46,1,1
Maize,Leaf Blight,40.3,85,63,6.8,89,1,1
Banana,Panama Disease,37.3,72,291,5.1,21,1,1
Banana,Sigatoka,31.5,43,273,5.0,27,1,1
Tomato,Early Blight,39.5,61,30,8.1,73,1,1
Apple,Healthy,19.7,77,67,6.2,15,0,0
Groundnut,Tikka Disease,31.3,68,335,6.9,81,0,1
Sugarcane,Smut,44.2,50,45,5.5,59,1,0
Maize,Healthy,18.8,45,28,6.8,27,0,0
Groundnut,Tikka Disease,39.5,94,205,6.4,75,1,1
Banana,Healthy,15.8,57,41,6.3,48,1,0
Banana,Healthy,34.0,37,21,8.0,75,0,1
Cotton,Healthy,43.2,32,181,6.4,26,0,0
Wheat,Powdery Mildew,24.5,30,380,7.8,50,0,0
Soybean,Rust,27.7,65,316,6.1,58,1,1
Banana,Healthy,33.6,33,268,5.1,44,0,0
Tomato,Healthy,37.3,87,260,8.1,75,0,1
Sugarcane,Smut,25.6,32,111,5.8,74,1,0
Mango,Powdery Mildew,29.9,41,22,6.0,37,1,0
Apple,Healthy,31.1,42,365,8.0,21,0,0
Soybean,Bacterial Blight,27.1,64,364,5.3,18,0,1
Wheat,Healthy,32.9,81,19,8.0,36,0,0
Grapes,Downy Mildew,19.1,78,190,5.8,58,0,1
Apple,Healthy,32.0,43,267,5.7,14,0,0
Rice,Blast,37.6,52,24,7.2,86,1,0
Sugarcane,Healthy,36.3,42,252,6.7,30,0,0
Sugarcane,Red Rot,31.6,89,257,6.5,47,1,1
Rice,Healthy,28.6,66,369,7.8,36,1,0
Grapes,Powdery Mildew,38.0,77,244,5.2,57,1,1
Grapes,Downy Mildew,17.9,63,69,6.4,36,1,1
Soybean,Bacterial Blight,20.3,39,237,7.1,67,1,1
Onion,Purple Blotch,42.9,57,261,6.5,83,1,1
Soybean,Rust,29.0,58,162,7.7,68,0,0
Rice,Bacterial Leaf Blight,22.2,75,371,6.4,18,0,1
Grapes,Powdery Mildew,25.5,49,105,7.6,54,1,1
Potato,Early Blight,26.7,34,197,6.0,33,1,0
Tomato,Healthy,40.9,88,14,7.7,22,0,0
Tomato,Septoria Leaf Spot,37.5,50,275,6.3,90,1,0
Grapes,Healthy,18.7,42,218,6.6,31,0,0
Potato,Healthy,40.9,61,150,7.5,36,0,0
Soybean,Healthy,31.7,77,109,7.4,35,0,0
Soybean,Healthy,42.5,95,58,5.1,66,0,0
Sugarcane,Healthy,34.0,62,257,5.8,21,0,0
Grapes,Powdery Mildew,36.4,83,323,6.0,48,1,1
Banana,Panama Disease,44.8,73,291,5.7,31,1,0
Groundnut,Rust,31.8,68,193,5.7,75,1,1
Maize,Downy Mildew,38.9,78,367,7.3,82,1,0
Apple,Apple Scab,18.0,67,20,6.2,16,1,1
Chilli,Anthracnose,31.9,71,36,6.7,18,0,1
Maize,Leaf Blight,18.1,48,327,5.9,37,1,1
Potato,Late Blight,24.6,80,29,6.9,14,1,1
Cotton,Healthy,40.9,32,81,6.4,48,0,0
Apple,Healthy,24.1,80,242,6.6,61,0,0
Wheat,Powdery Mildew,17.2,44,77,5.5,26,0,0
Mango,Healthy,33.4,91,234,6.9,24,1,0
Maize,Leaf Blight,18.5,49,95,5.6,17,1,1
Tomato,Early Blight,39.7,94,308,6.3,13,1,1
Cotton,Boll Rot,37.6,70,289,5.1,82,1,1
Wheat,Rust,18.1,91,339,6.9,82,1,0
Soybean,Rust,17.7,73,81,5.0,63,1,0
Maize,Leaf Blight,27.6,61,350,6.8,28,1,1
Sugarcane,Healthy,35.3,75,382,5.8,32,0,0
Apple,Apple Scab,40.0,79,18,8.2,72,1,1
Sugarcane,Healthy,15.7,83,96,6.5,25,0,0
Apple,Fire Blight,16.9,82,171,6.2,70,1,1
Grapes,Downy Mildew,29.5,47,87,6.9,72,0,0
Potato,Late Blight,31.8,92,38,5.7,49,1,1
Onion,Healthy,22.0,39,202,5.5,34,0,0
Tomato,Early Blight,44.4,50,99,6.3,35,1,1
Banana,Healthy,30.6,37,347,5.2,46,0,0
Apple,Healthy,28.2,32,225,5.7,29,0,0
Tomato,Early Blight,19.8,43,216,4.9,59,0,1
Sugarcane,Smut,34.0,83,217,7.3,30,1,1
Groundnut,Rust,23.4,65,228,7.1,74,0,0
Groundnut,Rust,44.5,43,148,6.9,55,1,1
Soybean,Healthy,38.1,51,206,5.9,66,0,0
Rice,Blast,39.4,68,33,7.8,28,1,1
Banana,Sigatoka,17.1,88,18,5.1,19,1,1
Potato,Healthy,29.0,49,113,7.5,54,1,0
Apple,Healthy,37.3,54,365,4.9,63,0,0
Chilli,Leaf Curl,34.8,91,20,5.2,48,0,0
Onion,Healthy,19.3,91,305,8.0,82,0,0
Tomato,Septoria Leaf Spot,15.6,80,142,7.8,52,1,1
Rice,Blast,36.7,95,22,6.9,37,0,1
Maize,Leaf Blight,44.5,49,19,8.1,69,1,1
Onion,Healthy,20.1,59,67,6.3,38,0,0
Chilli,Anthracnose,29.7,66,241,8.0,55,1,1
Chilli,Leaf Curl,40.0,57,170,6.1,12,1,1
Banana,Panama Disease,35.4,44,358,6.0,28,1,1
Wheat,Healthy,20.7,44,362,5.7,89,0,0
Maize,Downy Mildew,24.5,60,198,7.3,56,0,1
Apple,Healthy,30.3,61,251,7.7,27,0,0
Soybean,Healthy,28.3,55,147,6.2,86,1,0
Tomato,Early Blight,44.2,41,120,7.1,66,0,0
Cotton,Healthy,41.4,76,240,7.0,80,0,0
Sugarcane,Smut,23.1,33,167,5.8,40,0,1
Mango,Healthy,15.7,36,93,7.6,34,0,1
Potato,Healthy,21.2,65,44,7.1,19,0,1
Rice,Brown Spot,24.7,65,273,7.6,46,1,0
Apple,Apple Scab,35.5,43,19,6.5,69,1,1
Mango,Healthy,31.3,54,258,6.5,87,1,0
Potato,Late Blight,19.1,31,77,7.3,80,0,1
Chilli,Leaf Curl,27.4,34,188,6.2,20,0,1
Maize,Downy Mildew,26.8,67,88,7.7,69,0,1
Maize,Healthy,20.4,52,101,5.0,54,0,0
Rice,Healthy,22.7,77,244,4.9,48,0,0
Banana,Healthy,34.7,35,240,5.5,29,0,0
Mango,Powdery Mildew,18.9,44,357,6.9,87,0,1
Apple,Fire Blight,37.3,52,306,7.4,15,1,0
Wheat,Healthy,15.5,72,162,6.6,41,0,0
Tomato,Septoria Leaf Spot,23.1,94,138,8.0,59,1,1
Chilli,Anthracnose,17.4,86,350,5.4,35,1,1
Tomato,Healthy,15.2,59,336,6.5,25,0,0
Chilli,Healthy,27.1,81,377,7.7,78,0,0
Chilli,Healthy,34.1,81,240,5.6,64,0,0
Chilli,Anthracnose,29.5,69,70,5.6,67,0,0
Banana,Healthy,43.5,81,388,5.6,72,0,0
Apple,Apple Scab,24.7,47,119,5.3,60,0,0
Onion,Downy Mildew,21.1,57,32,5.0,44,0,0
Mango,Powdery Mildew,39.5,42,288,6.8,20,0,1
Mango,Anthracnose,40.1,95,290,8.2,73,1,1
Soybean,Bacterial Blight,34.0,75,79,5.3,71,0,0
Grapes,Powdery Mildew,41.1,62,163,5.5,12,1,0
Onion,Healthy,28.7,35,325,6.0,21,0,0
Sugarcane,Red Rot,42.5,82,298,6.0,12,1,0
Chilli,Healthy,42.1,39,136,4.9,38,0,0
Soybean,Healthy,36.6,74,368,5.0,62,0,0
Cotton,Leaf Curl Virus,36.2,32,18,6.3,64,1,1
Tomato,Late Blight,19.1,39,378,5.9,89,1,1
Sugarcane,Healthy,17.7,56,250,7.7,49,0,0
Chilli,Anthracnose,19.7,54,15,6.4,85,1,0
Mango,Healthy,17.3,70,289,7.5,83,0,0
Grapes,Powdery Mildew,38.5,73,232,7.9,59,1,1
Groundnut,Healthy,21.9,94,249,5.3,53,0,0
Sugarcane,Smut,38.0,90,109,8.0,83,1,1
Grapes,Powdery Mildew,42.4,68,348,6.5,26,1,1
Potato,Healthy,21.1,77,28,5.3,77,0,0
Sugarcane,Healthy,23.0,37,245,7.0,17,0,0
Apple,Apple Scab,32.3,93,47,8.0,79,1,0
Rice,Brown Spot,41.0,95,22,7.9,76,1,1
Maize,Healthy,25.6,64,32,6.4,20,0,0
Banana,Healthy,24.6,33,215,5.6,67,0,1
Rice,Bacterial Leaf Blight,27.3,41,375,6.0,34,0,1
Onion,Purple Blotch,40.0,51,251,8.1,23,1,1
Wheat,Healthy,34.6,95,269,7.7,82,0,0
Soybean,Healthy,36.2,51,372,5.1,40,0,0
Mango,Powdery Mildew,36.6,75,347,5.7,39,1,1
Tomato,Healthy,41.6,50,298,7.4,20,0,0
Mango,Powdery Mildew,25.6,77,119,5.4,75,1,1
Groundnut,Rust,37.9,65,30,5.9,81,1,1
Soybean,Healthy,33.4,40,371,8.0,42,0,0
Banana,Panama Disease,25.7,73,149,5.1,26,1,1
Chilli,Anthracnose,23.3,73,194,8.0,31,1,0
Maize,Leaf Blight,39.1,45,146,6.5,43,0,1
Mango,Powdery Mildew,40.7,44,213,7.0,58,0,1
Sugarcane,Red Rot,16.2,79,211,7.9,40,1,1
Maize,Healthy,38.2,50,343,6.6,34,0,0
Soybean,Rust,41.7,41,388,7.3,27,1,0
Soybean,Healthy,44.7,70,336,6.7,14,0,0
Grapes,Healthy,31.7,71,57,7.8,36,0,0
Groundnut,Healthy,16.4,82,391,7.0,87,1,0
Mango,Anthracnose,18.2,56,242,7.0,32,1,1
Banana,Panama Disease,17.9,59,55,6.7,26,1,1
Tomato,Early Blight,31.3,65,143,5.6,34,1,1
Banana,Sigatoka,19.7,54,195,5.4,61,1,1
Apple,Apple Scab,27.5,32,194,5.0,63,1,1
Sugarcane,Red Rot,24.3,56,193,6.9,42,1,1
Mango,Powdery Mildew,19.1,40,100,7.0,81,1,1
Chilli,Healthy,24.2,87,306,7.8,26,0,0
Mango,Healthy,16.7,30,201,6.2,42,0,1
Rice,Healthy,37.8,89,263,6.2,21,0,0
Wheat,Healthy,37.4,71,389,7.0,12,0,0
Onion,Downy Mildew,17.3,70,399,6.1,53,1,1
Chilli,Healthy,25.8,45,377,6.3,58,1,0
Sugarcane,Healthy,31.4,49,248,5.6,21,0,0
Cotton,Boll Rot,33.3,80,90,7.1,37,1,0
Sugarcane,Smut,31.1,37,156,7.4,56,1,1
Cotton,Boll Rot,39.5,87,30,5.7,82,1,1
Wheat,Smut,40.4,38,293,8.0,77,1,1
Soybean,Healthy,41.0,39,140,7.5,88,0,0
Groundnut,Rust,38.2,88,158,7.1,50,1,1
Onion,Healthy,20.2,35,77,6.4,12,0,0
Chilli,Healthy,28.2,33,36,5.5,75,0,0
Maize,Healthy,38.2,36,330,5.4,54,1,0
Wheat,Healthy,18.8,45,273,7.2,28,0,0
Maize,Leaf Blight,38.1,62,42,4.9,16,1,1
Soybean,Rust,18.1,48,145,7.7,40,1,0
Chilli,Healthy,27.7,32,102,8.2,25,0,0
Sugarcane,Red Rot,42.0,68,377,5.7,65,1,1
Apple,Healthy,31.5,55,53,8.0,74,0,1
Wheat,Powdery Mildew,43.0,60,298,5.5,10,1,0
Tomato,Healthy,22.6,92,129,6.6,81,0,0
Soybean,Rust,15.8,33,394,6.9,38,1,0
Groundnut,Healthy,44.6,33,146,5.8,34,0,0
